,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,PassMath
398,male,group B,some high school,standard,none,single,sometimes,yes,3,,> 10,yes
399,male,group D,high school,free/reduced,none,married,regularly,no,2,,5 - 10,no
400,male,group C,master's degree,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,yes
401,male,group E,some college,free/reduced,none,married,regularly,yes,3,school_bus,> 10,yes
402,male,group C,high school,standard,,single,sometimes,yes,3,school_bus,> 10,yes
404,male,group C,,free/reduced,,divorced,regularly,yes,1,school_bus,> 10,yes
405,male,group D,associate's degree,standard,none,married,regularly,no,1,school_bus,5 - 10,yes
406,male,group D,high school,free/reduced,none,single,sometimes,yes,3,school_bus,5 - 10,no
407,male,group C,some high school,standard,none,married,regularly,no,2,private,5 - 10,no
408,female,group C,bachelor's degree,standard,completed,married,sometimes,no,5,private,5 - 10,yes
409,male,group D,high school,free/reduced,,married,regularly,yes,0,private,< 5,no
410,male,group B,some college,standard,none,married,sometimes,yes,2,private,5 - 10,yes
411,female,group B,high school,standard,none,single,sometimes,yes,1,school_bus,5 - 10,yes
412,female,group D,,standard,none,married,regularly,yes,4,school_bus,5 - 10,yes
413,female,group E,some college,standard,none,married,sometimes,yes,0,private,5 - 10,yes
414,male,group E,some high school,standard,none,married,never,yes,3,school_bus,> 10,yes
415,female,group D,,standard,none,single,regularly,yes,2,private,5 - 10,no
416,female,group B,,standard,none,married,sometimes,yes,2,school_bus,< 5,yes
417,male,group D,high school,free/reduced,none,married,sometimes,yes,2,private,< 5,no
418,male,group B,high school,free/reduced,completed,married,sometimes,yes,4,private,> 10,yes
419,female,group D,master's degree,standard,none,married,never,yes,4,private,< 5,no
420,female,group C,high school,standard,completed,married,sometimes,yes,1,private,< 5,yes
421,female,group B,master's degree,standard,,married,never,yes,5,school_bus,< 5,yes
422,male,group A,some high school,standard,completed,married,regularly,yes,0,private,> 10,yes
423,male,group D,some college,free/reduced,completed,divorced,regularly,no,2,school_bus,> 10,yes
424,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,yes
425,male,group D,some college,free/reduced,none,divorced,regularly,no,2,school_bus,> 10,yes
426,male,group D,,free/reduced,none,married,sometimes,yes,6,school_bus,5 - 10,yes
427,female,group D,master's degree,standard,none,married,regularly,yes,2,school_bus,< 5,yes
428,female,group C,high school,standard,none,divorced,sometimes,no,4,,5 - 10,no
429,female,group C,,standard,completed,single,sometimes,no,,school_bus,5 - 10,no
430,male,group C,some college,free/reduced,completed,married,sometimes,yes,0,,< 5,yes
431,female,group B,some college,standard,completed,divorced,sometimes,yes,3,,5 - 10,yes
432,male,group B,,standard,completed,single,sometimes,no,1,,< 5,yes
433,male,group B,some high school,free/reduced,none,single,sometimes,yes,2,private,5 - 10,no
435,male,group C,associate's degree,free/reduced,none,married,sometimes,no,4,,> 10,no
436,female,group E,some high school,free/reduced,completed,single,regularly,yes,1,private,< 5,yes
437,female,group C,some college,standard,none,married,never,yes,5,school_bus,5 - 10,yes
438,female,,associate's degree,free/reduced,none,married,regularly,yes,6,,5 - 10,yes
439,male,group D,,standard,none,married,regularly,yes,3,private,5 - 10,yes
440,male,group B,some high school,free/reduced,none,married,sometimes,no,3,private,5 - 10,no
442,male,group E,some college,standard,none,divorced,sometimes,yes,1,school_bus,< 5,yes
443,female,group C,some high school,free/reduced,none,married,regularly,yes,1,private,> 10,no
444,male,group C,some high school,standard,completed,married,regularly,yes,1,,5 - 10,yes
445,female,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,< 5,yes
446,male,group D,some college,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,yes
447,male,group A,master's degree,standard,none,divorced,sometimes,no,1,school_bus,,yes
448,female,,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 5,yes
449,female,,master's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,> 10,yes
450,male,group C,associate's degree,standard,none,single,sometimes,yes,2,private,5 - 10,yes
451,male,,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,no
452,female,group B,associate's degree,standard,none,married,regularly,yes,2,private,,no
453,female,group B,master's degree,free/reduced,completed,married,regularly,no,4,,5 - 10,no
454,female,,master's degree,standard,completed,single,sometimes,yes,0,,> 10,no
456,female,,,standard,completed,single,sometimes,yes,2,school_bus,5 - 10,yes
457,female,group B,some high school,standard,none,,regularly,yes,3,school_bus,< 5,yes
458,male,group E,associate's degree,standard,none,married,regularly,no,1,school_bus,5 - 10,yes
459,male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,no,3,school_bus,> 10,no
460,female,group D,some high school,standard,none,divorced,sometimes,yes,,school_bus,> 10,yes
462,female,group B,associate's degree,standard,completed,divorced,sometimes,no,5,school_bus,< 5,yes
463,male,group B,high school,standard,,married,regularly,yes,2,school_bus,5 - 10,yes
464,female,group D,some high school,free/reduced,none,divorced,sometimes,no,2,private,5 - 10,yes
465,male,group C,some high school,free/reduced,none,single,regularly,no,4,,5 - 10,yes
466,male,group D,associate's degree,standard,completed,married,never,no,2,school_bus,< 5,yes
467,male,group D,,standard,completed,single,regularly,yes,1,school_bus,,yes
469,female,group D,some college,standard,completed,married,sometimes,no,1,school_bus,5 - 10,yes
470,female,group D,high school,standard,completed,,sometimes,yes,1,private,,no
471,male,group D,high school,standard,none,married,sometimes,no,2,school_bus,5 - 10,yes
472,female,group E,associate's degree,standard,none,married,regularly,yes,2,school_bus,5 - 10,yes
474,female,group A,some high school,free/reduced,none,single,never,no,1,school_bus,< 5,no
475,female,group D,high school,standard,none,married,never,no,3,private,5 - 10,yes
476,male,group D,some high school,standard,none,divorced,regularly,yes,3,private,< 5,no
477,female,group B,some high school,free/reduced,completed,married,never,yes,2,school_bus,5 - 10,no
478,male,group C,some high school,standard,completed,married,never,yes,6,school_bus,,no
479,male,group B,associate's degree,standard,none,,sometimes,no,1,,< 5,no
480,female,group C,associate's degree,standard,none,divorced,sometimes,yes,3,private,5 - 10,yes
481,female,group B,associate's degree,free/reduced,none,divorced,sometimes,no,2,school_bus,5 - 10,yes
482,female,group A,,standard,none,single,sometimes,yes,1,school_bus,< 5,yes
483,male,group A,high school,standard,completed,married,never,yes,3,private,5 - 10,yes
484,male,group D,some high school,standard,none,married,sometimes,no,,private,> 10,yes
485,female,group E,some high school,free/reduced,none,divorced,regularly,no,2,school_bus,< 5,no
487,female,group E,high school,standard,none,married,sometimes,no,4,private,5 - 10,yes
488,female,,,free/reduced,none,married,regularly,yes,0,school_bus,< 5,no
489,male,group E,master's degree,standard,none,single,sometimes,no,2,school_bus,< 5,yes
490,male,group D,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,yes
491,male,group D,high school,free/reduced,,married,sometimes,no,4,school_bus,5 - 10,yes
492,female,group E,associate's degree,free/reduced,none,married,regularly,yes,1,private,< 5,no
493,female,group B,bachelor's degree,standard,none,married,sometimes,yes,1,,> 10,no
494,female,group E,bachelor's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,yes
496,female,group D,associate's degree,standard,,divorced,sometimes,no,5,private,5 - 10,yes
497,female,group B,some college,standard,none,divorced,regularly,yes,3,school_bus,5 - 10,yes
498,female,group A,associate's degree,free/reduced,completed,single,never,yes,2,school_bus,< 5,no
499,male,group D,some college,standard,none,married,sometimes,yes,2,private,> 10,no
500,male,group C,some high school,standard,completed,married,sometimes,no,3,,5 - 10,no
503,female,group B,some high school,standard,none,single,sometimes,yes,3,school_bus,< 5,yes
504,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,5 - 10,no
505,female,group C,high school,standard,,married,never,yes,0,,,no
506,female,group D,some high school,standard,none,single,never,no,2,private,5 - 10,no
507,male,group D,some college,standard,none,married,sometimes,yes,0,private,> 10,yes
508,female,,some high school,standard,none,married,sometimes,no,2,private,5 - 10,no
509,male,group B,some college,standard,none,married,sometimes,yes,7,private,5 - 10,yes
510,male,group D,,free/reduced,completed,,sometimes,no,1,private,5 - 10,yes
511,female,group C,high school,free/reduced,none,married,sometimes,yes,1,private,< 5,no
512,male,group D,associate's degree,free/reduced,none,married,regularly,yes,0,private,5 - 10,yes
513,female,group B,associate's degree,standard,none,single,regularly,yes,3,private,5 - 10,yes
514,female,group D,associate's degree,standard,completed,married,sometimes,no,7,school_bus,5 - 10,yes
515,female,group C,some college,free/reduced,none,single,regularly,yes,3,school_bus,> 10,yes
516,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,,5 - 10,no
517,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,no
518,female,group C,some high school,standard,completed,married,regularly,yes,2,school_bus,> 10,no
519,female,group D,associate's degree,free/reduced,completed,married,never,no,4,school_bus,< 5,yes
520,female,group E,some college,standard,none,divorced,sometimes,no,1,private,5 - 10,yes
521,female,group C,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,no
522,female,group D,some college,free/reduced,none,married,regularly,yes,4,private,> 10,yes
523,female,group D,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,yes
524,female,group D,bachelor's degree,standard,none,married,regularly,yes,6,private,> 10,yes
525,male,group C,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,yes
526,female,group A,associate's degree,standard,none,married,never,yes,0,school_bus,> 10,no
527,male,group D,,standard,none,married,sometimes,yes,1,,5 - 10,yes
528,female,group E,some college,standard,completed,divorced,regularly,yes,2,school_bus,< 5,yes
529,male,,some college,free/reduced,completed,single,regularly,yes,2,private,< 5,yes
530,male,group D,associate's degree,standard,completed,married,regularly,no,3,school_bus,5 - 10,yes
531,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,private,5 - 10,no
532,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,1,,5 - 10,yes
533,female,,associate's degree,free/reduced,completed,single,sometimes,no,1,,> 10,yes
534,female,group C,some college,standard,none,single,regularly,yes,0,private,5 - 10,no
535,female,,high school,standard,completed,single,sometimes,yes,7,private,5 - 10,yes
536,male,group A,some high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,yes
537,female,group D,high school,free/reduced,none,married,,no,3,school_bus,> 10,no
538,male,group C,some high school,standard,none,married,sometimes,no,1,private,5 - 10,yes
539,male,group E,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,yes
540,male,group D,high school,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,no
541,male,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,yes
542,male,group B,some high school,free/reduced,completed,married,never,yes,2,school_bus,< 5,yes
543,female,group D,associate's degree,free/reduced,none,married,sometimes,no,2,,> 10,yes
544,male,group C,some college,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,no
545,female,group D,master's degree,free/reduced,none,married,regularly,no,2,school_bus,5 - 10,no
546,male,group E,associate's degree,free/reduced,none,married,regularly,yes,0,school_bus,< 5,no
547,female,group B,high school,standard,none,married,sometimes,yes,3,,5 - 10,no
548,male,group B,associate's degree,standard,none,married,sometimes,no,3,school_bus,5 - 10,no
549,male,group B,high school,standard,completed,married,sometimes,no,3,private,,yes
550,female,group C,some high school,standard,none,married,sometimes,yes,2,private,5 - 10,no
551,female,group B,high school,free/reduced,none,single,sometimes,no,2,school_bus,5 - 10,no
552,female,group C,some college,free/reduced,,married,never,yes,0,,> 10,no
553,male,group C,some college,free/reduced,none,married,sometimes,yes,0,private,< 5,no
554,male,group D,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,yes
555,male,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,> 10,yes
556,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,private,5 - 10,no
557,female,group B,some high school,standard,none,single,regularly,yes,4,private,5 - 10,yes
